uf;br_formatada;municipio;mes;trimestre;dia_semana;dia_semana_num;fim_de_semana;hora;faixa_horaria;turno;fase_dia;causa_acidente;tipo_acidente;condicao_metereologica;tipo_pista;tracado_via;uso_solo;acidente_fatal
SP;BR-153;SAO JOSE DO RIO PRETO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
BA;BR-101;ALAGOINHAS;4.0;2.0;QUARTA-FEIRA;6.0;1;18;18h-20h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;RETA;NÃO;0
PB;BR-101;JOAO PESSOA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;8;06h-08h;MANHA;PLENO DIA;TRAFEGAR COM MOTOCICLETA (OU SIMILAR) ENTRE AS FAIXAS;COLISÃO LATERAL MESMO SENTIDO;SOL;DUPLA;"RETA;ACLIVE";SIM;0
SC;BR-101;SAO JOSE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
MG;BR-381;BETIM;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
SE;BR-235;ARACAJU;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;8;06h-08h;MANHA;PLENO DIA;ENTRADA INOPINADA DO PEDESTRE;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;DUPLA;RETA;SIM;0
PR;BR-277;LARANJEIRAS DO SUL;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;OBJETO ESTÁTICO SOBRE O LEITO CARROÇÁVEL;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;RETA;NÃO;0
SP;BR-116;TAUBATE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
MG;BR-262;IGARATINGA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;SOL;DUPLA;CURVA;NÃO;0
SP;BR-153;SAO JOSE DO RIO PRETO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;9;09h-11h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;NÃO;0
SC;BR-282;SAUDADES;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;5;03h-05h;MADRUGADA;PLENA NOITE;PEDESTRE ANDAVA NA PISTA;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;SIMPLES;RETA;NÃO;1
PR;BR-277;FOZ DO IGUACU;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;9;09h-11h;MANHA;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;INTERSEÇÃO DE VIAS;SIM;0
RO;BR-319;PORTO VELHO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
BA;BR-101;ITAGIMIRIM;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;5;03h-05h;MADRUGADA;AMANHECER;CONDUTOR DORMINDO;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;"DECLIVE;CURVA";NÃO;0
PI;BR-230;FRONTEIRAS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;MAL SÚBITO DO CONDUTOR;COLISÃO COM OBJETO;SOL;SIMPLES;"RETA;ACLIVE";NÃO;1
RS;BR-116;PELOTAS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;9;09h-11h;MANHA;PLENO DIA;CONVERSÃO PROIBIDA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"RETA;INTERSEÇÃO DE VIAS";SIM;0
MG;BR-040;BELO HORIZONTE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;8;06h-08h;MANHA;PLENO DIA;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
SP;BR-116;SAO PAULO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;9;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
PB;BR-104;QUEIMADAS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;8;06h-08h;MANHA;PLENO DIA;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
PE;BR-232;PESQUEIRA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;8;06h-08h;MANHA;PLENO DIA;ULTRAPASSAGEM INDEVIDA;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;CURVA;NÃO;0
SC;BR-101;PORTO BELO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;11;09h-11h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRANSVERSAL;SOL;SIMPLES;"RETA;INTERSEÇÃO DE VIAS";SIM;0
RJ;BR-116;NOVA IGUACU;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;9;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;SOL;DUPLA;RETA;NÃO;0
PE;BR-116;SALGUEIRO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;10;09h-11h;MANHA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
MG;BR-262;MANHUACU;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;11;09h-11h;MANHA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
MS;BR-060;NIOAQUE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;10;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;"DECLIVE;CURVA";NÃO;0
BA;BR-324;FEIRA DE SANTANA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;10;09h-11h;MANHA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;SIM;0
PR;BR-116;SAO JOSE DOS PINHAIS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;11;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;SOL;DUPLA;RETA;NÃO;0
RS;BR-116;PELOTAS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;10;09h-11h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;TOMBAMENTO;CÉU CLARO;MÚLTIPLA;RETA;NÃO;0
SC;BR-101;SAO JOSE;-1.0;-1.0;SEXTA-FEIRA;-1.0;0;18;18h-20h;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
RS;BR-470;VERANOPOLIS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;7;06h-08h;MANHA;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;NUBLADO;SIMPLES;RETA;NÃO;0
MG;BR-459;SENADOR JOSE BENTO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;12;12h-14h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;RETA;NÃO;0
PB;BR-101;JOAO PESSOA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;12;12h-14h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;INTERSEÇÃO DE VIAS;SIM;0
PB;BR-405;UIRAUNA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;8;06h-08h;MANHA;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;"RETA;ACLIVE";SIM;0
RJ;BR-101;ANGRA DOS REIS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;11;09h-11h;MANHA;PLENO DIA;CONVERSÃO PROIBIDA;COLISÃO LATERAL MESMO SENTIDO;SOL;SIMPLES;CURVA;SIM;0
MG;BR-381;CAETE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;12;12h-14h;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;DUPLA;"CURVA;DECLIVE";NÃO;0
RS;BR-386;SARANDI;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;13;12h-14h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
SC;BR-101;JOINVILLE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;13;12h-14h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;TOMBAMENTO;SOL;DUPLA;RETA;SIM;0
BA;BR-367;PORTO SEGURO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;11;09h-11h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;SOL;SIMPLES;RETA;SIM;0
BA;BR-101;UBAITABA;11.0;4.0;SEXTA-FEIRA;4.0;0;11;09h-11h;MANHA;PLENO DIA;RETORNO PROIBIDO;COLISÃO TRANSVERSAL;NUBLADO;SIMPLES;ACLIVE;NÃO;0
ES;BR-101;SAO MATEUS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;13;12h-14h;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;SOL;SIMPLES;"RETA;ACLIVE";NÃO;0
GO;BR-060;ANAPOLIS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;21;21h-23h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;DUPLA;"DECLIVE;RETA";SIM;0
MT;BR-070;BARRA DO GARCAS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;13;12h-14h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;CURVA;NÃO;0
RJ;BR-040;DUQUE DE CAXIAS;-1.0;-1.0;SÁBADO;-1.0;0;21;21h-23h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;"PONTE;RETA";SIM;0
RN;BR-101;NATAL;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;SOL;DUPLA;RETA;SIM;0
PR;BR-369;LONDRINA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;16;15h-17h;TARDE;PLENO DIA;TRAFEGAR COM MOTOCICLETA (OU SIMILAR) ENTRE AS FAIXAS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;RETA;SIM;0
MG;BR-040;CONTAGEM;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"CURVA;RETORNO REGULAMENTADO";SIM;0
SC;BR-282;CORDILHEIRA ALTA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;RETA;NÃO;0
PR;BR-277;PARANAGUA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;DUPLA;RETA;SIM;0
RS;BR-158;ROSARIO DO SUL;-1.0;-1.0;SEGUNDA-FEIRA;-1.0;0;6;06h-08h;MANHA;AMANHECER;ULTRAPASSAGEM INDEVIDA;COLISÃO FRONTAL;NEVOEIRO/NEBLINA;SIMPLES;RETA;NÃO;0
SC;BR-101;PALHOCA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
BA;BR-116;JEQUIE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;13;12h-14h;TARDE;PLENO DIA;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;SIMPLES;RETA;NÃO;0
SP;BR-116;CACHOEIRA PAULISTA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;14;12h-14h;TARDE;PLENO DIA;ACUMULO DE ÓLEO SOBRE O PAVIMENTO;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;CURVA;SIM;0
BA;BR-349;CORRENTINA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;VELOCIDADE INCOMPATÍVEL;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;"RETA;ACLIVE;INTERSEÇÃO DE VIAS";SIM;0
BA;BR-367;EUNAPOLIS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;16;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
RJ;BR-101;ITABORAI;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;CURVA;SIM;0
RN;BR-304;ACU;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL SENTIDO OPOSTO;CÉU CLARO;SIMPLES;RETA;NÃO;0
RN;BR-101;NATAL;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;PLENA NOITE;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
GO;BR-153;JARAGUA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;NÃO;0
BA;BR-407;JUAZEIRO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;14;12h-14h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;SOL;SIMPLES;RETA;NÃO;0
PR;BR-369;JATAIZINHO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;SOL;SIMPLES;"DECLIVE;RETA";SIM;0
GO;BR-020;FORMOSA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
PE;BR-232;SANHARO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;ANOITECER;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;0
ES;BR-259;COLATINA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;PLENA NOITE;ULTRAPASSAGEM INDEVIDA;COLISÃO FRONTAL;CÉU CLARO;DUPLA;RETA;NÃO;0
PR;BR-376;MANDAGUARI;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;ROTATÓRIA;SIM;0
DF;BR-020;BRASILIA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;PLENO DIA;TRAFEGAR COM MOTOCICLETA (OU SIMILAR) ENTRE AS FAIXAS;COLISÃO LATERAL MESMO SENTIDO;CÉU CLARO;DUPLA;"DECLIVE;RETA";SIM;0
MG;BR-116;GOVERNADOR VALADARES;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;ANOITECER;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"RETORNO REGULAMENTADO;RETA";SIM;0
SC;BR-470;BRUNOPOLIS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;14;12h-14h;TARDE;PLENO DIA;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO COM OBJETO;CÉU CLARO;SIMPLES;"INTERSEÇÃO DE VIAS;RETA";NÃO;0
PE;BR-428;PETROLINA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;ANOITECER;MANOBRA DE MUDANÇA DE FAIXA;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"INTERSEÇÃO DE VIAS;RETORNO REGULAMENTADO";SIM;0
BA;BR-324;SALVADOR;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;PLENA NOITE;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;RETA;SIM;0
PE;BR-104;CUPIRA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO LATERAL SENTIDO OPOSTO;CHUVA;SIMPLES;RETA;NÃO;1
CE;BR-222;FORQUILHA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;PLENO DIA;AUSÊNCIA DE REAÇÃO DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;CURVA;NÃO;0
RJ;BR-101;ANGRA DOS REIS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;ANOITECER;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;"RETORNO REGULAMENTADO;INTERSEÇÃO DE VIAS";SIM;0
MA;BR-222;ITAPECURU MIRIM;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;15;15h-17h;TARDE;PLENO DIA;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;"DECLIVE;RETA";NÃO;1
SC;BR-IGNORADA;BALNEARIO CAMBORIU;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;12;12h-14h;TARDE;PLENO DIA;OBJETO ESTÁTICO SOBRE O LEITO CARROÇÁVEL;COLISÃO COM OBJETO;SOL;SIMPLES;"RETA;INTERSEÇÃO DE VIAS";NÃO;0
GO;BR-040;VALPARAISO DE GOIAS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;19;18h-20h;NOITE;PLENA NOITE;FAIXAS DE TRÂNSITO COM LARGURA INSUFICIENTE;COLISÃO TRASEIRA;CÉU CLARO;DUPLA;"PONTE;RETA";SIM;0
RJ;BR-493;SAO GONCALO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;8;06h-08h;MANHA;PLENO DIA;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;SIM;0
RS;BR-285;SAO LUIZ GONZAGA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;19;18h-20h;NOITE;PLENA NOITE;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;SAÍDA DE LEITO CARROÇÁVEL;CÉU CLARO;SIMPLES;RETA;NÃO;0
RJ;BR-101;ANGRA DOS REIS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;PLENA NOITE;PEDESTRE ANDAVA NA PISTA;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;SIMPLES;CURVA;NÃO;0
SC;BR-282;FLORIANOPOLIS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;PLENA NOITE;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;MÚLTIPLA;RETA;SIM;0
PA;BR-230;MARABA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;ANOITECER;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;ROTATÓRIA;SIM;0
BA;BR-101;CONCEICAO DO JACUIPE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;SIM;1
PI;BR-343;PARNAIBA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;ANOITECER;DESRESPEITAR A PREFERÊNCIA NO CRUZAMENTO;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;CURVA;SIM;0
RJ;BR-040;DUQUE DE CAXIAS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;INTERSEÇÃO DE VIAS;SIM;0
SC;BR-282;PALHOCA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;19;18h-20h;NOITE;PLENA NOITE;ACESSAR A VIA SEM OBSERVAR A PRESENÇA DOS OUTROS VEÍCULOS;COLISÃO TRANSVERSAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
BA;BR-242;BARREIRAS;1.0;1.0;TERÇA-FEIRA;1.0;0;18;18h-20h;NOITE;PLENA NOITE;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;COLISÃO TRASEIRA;CÉU CLARO;SIMPLES;RETA;NÃO;0
PE;BR-232;RECIFE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;19;18h-20h;NOITE;PLENA NOITE;DEMAIS FALHAS MECÂNICAS OU ELÉTRICAS;INCÊNDIO;CÉU CLARO;DUPLA;"RETA;VIADUTO";SIM;0
MT;BR-364;JACIARA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;PLENA NOITE;CONVERSÃO PROIBIDA;COLISÃO FRONTAL;CÉU CLARO;DUPLA;"RETORNO REGULAMENTADO;RETA;ACLIVE";NÃO;0
TO;BR-010;PALMAS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;19;18h-20h;NOITE;PLENA NOITE;AUSÊNCIA DE REAÇÃO DO CONDUTOR;ATROPELAMENTO DE PEDESTRE;CÉU CLARO;SIMPLES;RETA;SIM;0
RJ;BR-040;DUQUE DE CAXIAS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;17;15h-17h;TARDE;ANOITECER;REAÇÃO TARDIA OU INEFICIENTE DO CONDUTOR;QUEDA DE OCUPANTE DE VEÍCULO;NUBLADO;MÚLTIPLA;RETA;SIM;0
RJ;BR-116;MAGE;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;19;18h-20h;NOITE;PLENA NOITE;AVARIAS E/OU DESGASTE EXCESSIVO NO PNEU;QUEDA DE OCUPANTE DE VEÍCULO;NUBLADO;DUPLA;RETA;NÃO;0
SE;BR-101;NOSSA SENHORA DO SOCORRO;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;16;15h-17h;TARDE;PLENO DIA;ANIMAIS NA PISTA;ATROPELAMENTO DE ANIMAL;CÉU CLARO;DUPLA;RETA;NÃO;0
BA;BR-116;SERRINHA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;19;18h-20h;NOITE;PLENA NOITE;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;SIM;0
MT;BR-070;BARRA DO GARCAS;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;18;18h-20h;NOITE;ANOITECER;CONDUTOR DEIXOU DE MANTER DISTÂNCIA DO VEÍCULO DA FRENTE;QUEDA DE OCUPANTE DE VEÍCULO;CÉU CLARO;SIMPLES;RETA;SIM;0
PI;BR-343;TERESINA;-1.0;-1.0;TERÇA-FEIRA;-1.0;0;19;18h-20h;NOITE;PLENA NOITE;TRANSITAR NA CONTRAMÃO;COLISÃO FRONTAL;CÉU CLARO;SIMPLES;RETA;NÃO;0
